State,County,National School Lunch Program participants (change % children) 2012-17 (PCH_NSLP_12_17),Units,FIPS,FID
South Dakota,Marshall,-3.4279041317196004,Percentage points,46091,2430
South Dakota,Meade,-3.4279041317196004,Percentage points,46093,2442
South Dakota,Mellette,-3.4279041317196004,Percentage points,46095,2450
South Dakota,Miner,-3.4279041317196004,Percentage points,46097,2456
South Dakota,Minnehaha,-3.4279041317196004,Percentage points,46099,2467
South Dakota,Moody,-3.4279041317196004,Percentage points,46101,2485
South Dakota,Pennington,-3.4279041317196004,Percentage points,46103,2497
South Dakota,Perkins,-3.4279041317196004,Percentage points,46105,2502
South Dakota,Potter,-3.4279041317196004,Percentage points,46107,2506
South Dakota,Roberts,-3.4279041317196004,Percentage points,46109,2511
South Dakota,Sanborn,-3.4279041317196004,Percentage points,46111,2514
South Dakota,Shannon,-3.4279041317196004,Percentage points,46113,2519
South Dakota,Spink,-3.4279041317196004,Percentage points,46115,2523
South Dakota,Stanley,-3.4279041317196004,Percentage points,46117,2530
South Dakota,Sully,-3.4279041317196004,Percentage points,46119,2535
South Dakota,Todd,-3.4279041317196004,Percentage points,46121,2540
South Dakota,Tripp,-3.4279041317196004,Percentage points,46123,2546
South Dakota,Turner,-3.4279041317196004,Percentage points,46125,2550
South Dakota,Union,-3.4279041317196004,Percentage points,46127,2557
South Dakota,Walworth,-3.4279041317196004,Percentage points,46129,2561
South Dakota,Yankton,-3.4279041317196004,Percentage points,46135,2569
South Dakota,Ziebach,-3.4279041317196004,Percentage points,46137,2578
Tennessee,Anderson,-3.2767461097907926,Percentage points,47001,2584
Tennessee,Bedford,-3.2767461097907926,Percentage points,47003,2593
Tennessee,Benton,-3.2767461097907926,Percentage points,47005,2598
Tennessee,Bledsoe,-3.2767461097907926,Percentage points,47007,2602
Tennessee,Blount,-3.2767461097907926,Percentage points,47009,2622
Tennessee,Bradley,-3.2767461097907926,Percentage points,47011,2627
Tennessee,Campbell,-3.2767461097907926,Percentage points,47013,2633
Tennessee,Cannon,-3.2767461097907926,Percentage points,47015,2638
Tennessee,Carroll,-3.2767461097907926,Percentage points,47017,2648
Tennessee,Carter,-3.2767461097907926,Percentage points,47019,2654
Tennessee,Cheatham,-3.2767461097907926,Percentage points,47021,2660
Tennessee,Chester,-3.2767461097907926,Percentage points,47023,2664
Tennessee,Claiborne,-3.2767461097907926,Percentage points,47025,2670
Tennessee,Clay,-3.2767461097907926,Percentage points,47027,2679
Tennessee,Cocke,-3.2767461097907926,Percentage points,47029,2686
Tennessee,Coffee,-3.2767461097907926,Percentage points,47031,2689
Tennessee,Crockett,-3.2767461097907926,Percentage points,47033,2693
Tennessee,Cumberland,-3.2767461097907926,Percentage points,47035,2696
Tennessee,Davidson,-3.2767461097907926,Percentage points,47037,2698
Tennessee,Decatur,-3.2767461097907926,Percentage points,47039,2705
Tennessee,DeKalb,-3.2767461097907926,Percentage points,47041,2710
Tennessee,Dickson,-3.2767461097907926,Percentage points,47043,2717
Tennessee,Dyer,-3.2767461097907926,Percentage points,47045,2723
Tennessee,Fayette,-3.2767461097907926,Percentage points,47047,2726
Tennessee,Fentress,-3.2767461097907926,Percentage points,47049,2731
Tennessee,Franklin,-3.2767461097907926,Percentage points,47051,2734
Tennessee,Gibson,-3.2767461097907926,Percentage points,47053,2739
Tennessee,Giles,-3.2767461097907926,Percentage points,47055,2743
Tennessee,Grainger,-3.2767461097907926,Percentage points,47057,2748
Tennessee,Greene,-3.2767461097907926,Percentage points,47059,2750
Tennessee,Grundy,-3.2767461097907926,Percentage points,47061,2754
Tennessee,Hamblen,-3.2767461097907926,Percentage points,47063,2757
Tennessee,Hamilton,-3.2767461097907926,Percentage points,47065,2761
Tennessee,Hancock,-3.2767461097907926,Percentage points,47067,2766
Tennessee,Hardeman,-3.2767461097907926,Percentage points,47069,2770
Tennessee,Hardin,-3.2767461097907926,Percentage points,47071,2773
Tennessee,Hawkins,-3.2767461097907926,Percentage points,47073,2779
Tennessee,Haywood,-3.2767461097907926,Percentage points,47075,2781
Tennessee,Henderson,-3.2767461097907926,Percentage points,47077,2786
Tennessee,Henry,-3.2767461097907926,Percentage points,47079,2789
Tennessee,Hickman,-3.2767461097907926,Percentage points,47081,2792
Tennessee,Houston,-3.2767461097907926,Percentage points,47083,2796
Tennessee,Humphreys,-3.2767461097907926,Percentage points,47085,2798
Tennessee,Jackson,-3.2767461097907926,Percentage points,47087,2801
Tennessee,Jefferson,-3.2767461097907926,Percentage points,47089,2804
Tennessee,Johnson,-3.2767461097907926,Percentage points,47091,2808
Tennessee,Knox,-3.2767461097907926,Percentage points,47093,2814
Tennessee,Lake,-3.2767461097907926,Percentage points,47095,2817
Tennessee,Lauderdale,-3.2767461097907926,Percentage points,47097,2821
Tennessee,Lawrence,-3.2767461097907926,Percentage points,47099,2823
Tennessee,Lewis,-3.2767461097907926,Percentage points,47101,2825
Tennessee,Lincoln,-3.2767461097907926,Percentage points,47103,2828
Tennessee,Loudon,-3.2767461097907926,Percentage points,47105,2830
Tennessee,McMinn,-3.2767461097907926,Percentage points,47107,2833
Tennessee,McNairy,-3.2767461097907926,Percentage points,47109,2836
Tennessee,Macon,-3.2767461097907926,Percentage points,47111,2839
Tennessee,Madison,-3.2767461097907926,Percentage points,47113,2841
Tennessee,Marion,-3.2767461097907926,Percentage points,47115,2844
Tennessee,Marshall,-3.2767461097907926,Percentage points,47117,2848
Tennessee,Maury,-3.2767461097907926,Percentage points,47119,2850
Tennessee,Meigs,-3.2767461097907926,Percentage points,47121,2854
Tennessee,Monroe,-3.2767461097907926,Percentage points,47123,2857
Tennessee,Montgomery,-3.2767461097907926,Percentage points,47125,2859
Tennessee,Moore,-3.2767461097907926,Percentage points,47127,2863
Tennessee,Morgan,-3.2767461097907926,Percentage points,47129,2866
Tennessee,Obion,-3.2767461097907926,Percentage points,47131,2872
Tennessee,Overton,-3.2767461097907926,Percentage points,47133,2875
Tennessee,Perry,-3.2767461097907926,Percentage points,47135,2878
Tennessee,Pickett,-3.2767461097907926,Percentage points,47137,2881
Tennessee,Polk,-3.2767461097907926,Percentage points,47139,2883
Tennessee,Putnam,-3.2767461097907926,Percentage points,47141,2890
Tennessee,Rhea,-3.2767461097907926,Percentage points,47143,2893
Tennessee,Roane,-3.2767461097907926,Percentage points,47145,2001
Tennessee,Robertson,-3.2767461097907926,Percentage points,47147,2011
Tennessee,Rutherford,-3.2767461097907926,Percentage points,47149,2015
Tennessee,Scott,-3.2767461097907926,Percentage points,47151,2020
Tennessee,Sequatchie,-3.2767461097907926,Percentage points,47153,2025
Tennessee,Sevier,-3.2767461097907926,Percentage points,47155,2030
Tennessee,Shelby,-3.2767461097907926,Percentage points,47157,2033
Tennessee,Smith,-3.2767461097907926,Percentage points,47159,2037
Tennessee,Stewart,-3.2767461097907926,Percentage points,47161,2041
Tennessee,Sullivan,-3.2767461097907926,Percentage points,47163,2046
Tennessee,Sumner,-3.2767461097907926,Percentage points,47165,2050
Tennessee,Tipton,-3.2767461097907926,Percentage points,47167,2055
Tennessee,Trousdale,-3.2767461097907926,Percentage points,47169,2062
Tennessee,Unicoi,-3.2767461097907926,Percentage points,47171,2069
Tennessee,Union,-3.2767461097907926,Percentage points,47173,2073
Tennessee,Van Buren,-3.2767461097907926,Percentage points,47175,2077
Tennessee,Warren,-3.2767461097907926,Percentage points,47177,2081
Tennessee,Washington,-3.2767461097907926,Percentage points,47179,2085
Tennessee,Wayne,-3.2767461097907926,Percentage points,47181,2089
Tennessee,Weakley,-3.2767461097907926,Percentage points,47183,2096
Tennessee,White,-3.2767461097907926,Percentage points,47185,2100
Tennessee,Williamson,-3.2767461097907926,Percentage points,47187,2105
Tennessee,Wilson,-3.2767461097907926,Percentage points,47189,2111
Texas,Anderson,-4.555101379078707,Percentage points,48001,2113
Texas,Andrews,-4.555101379078707,Percentage points,48003,2117
Texas,Angelina,-4.555101379078707,Percentage points,48005,2124
Texas,Aransas,-4.555101379078707,Percentage points,48007,2162
Texas,Archer,-4.555101379078707,Percentage points,48009,2168
Texas,Armstrong,-4.555101379078707,Percentage points,48011,2172
Texas,Atascosa,-4.555101379078707,Percentage points,48013,2173
Texas,Austin,-4.555101379078707,Percentage points,48015,2177
Texas,Bailey,-4.555101379078707,Percentage points,48017,2179
Texas,Bandera,-4.555101379078707,Percentage points,48019,2183
Texas,Bastrop,-4.555101379078707,Percentage points,48021,2190
Texas,Baylor,-4.555101379078707,Percentage points,48023,2192
Texas,Bee,-4.555101379078707,Percentage points,48025,2196
Texas,Bell,-4.555101379078707,Percentage points,48027,2198
Texas,Bexar,-4.555101379078707,Percentage points,48029,2203
Texas,Blanco,-4.555101379078707,Percentage points,48031,2207
Texas,Borden,-4.555101379078707,Percentage points,48033,2212
Texas,Bosque,-4.555101379078707,Percentage points,48035,2216
Texas,Bowie,-4.555101379078707,Percentage points,48037,2224
Texas,Brazoria,-4.555101379078707,Percentage points,48039,2240
Texas,Brazos,-4.555101379078707,Percentage points,48041,2253
Texas,Brewster,-4.555101379078707,Percentage points,48043,2262
Texas,Briscoe,-4.555101379078707,Percentage points,48045,2269
Texas,Brooks,-4.555101379078707,Percentage points,48047,2279
Texas,Brown,-4.555101379078707,Percentage points,48049,2296
Texas,Burleson,-4.555101379078707,Percentage points,48051,2304
Texas,Burnet,-4.555101379078707,Percentage points,48053,2312
Texas,Caldwell,-4.555101379078707,Percentage points,48055,2320
Texas,Calhoun,-4.555101379078707,Percentage points,48057,2327
Texas,Callahan,-4.555101379078707,Percentage points,48059,2331
Texas,Cameron,-4.555101379078707,Percentage points,48061,2359
Texas,Camp,-4.555101379078707,Percentage points,48063,2373
Texas,Carson,-4.555101379078707,Percentage points,48065,2377
Texas,Cass,-4.555101379078707,Percentage points,48067,2382
Texas,Castro,-4.555101379078707,Percentage points,48069,2386
Texas,Chambers,-4.555101379078707,Percentage points,48071,2395
Texas,Cherokee,-4.555101379078707,Percentage points,48073,2400
Texas,Childress,-4.555101379078707,Percentage points,48075,2405
Texas,Clay,-4.555101379078707,Percentage points,48077,2409
Texas,Cochran,-4.555101379078707,Percentage points,48079,2413
Texas,Coke,-4.555101379078707,Percentage points,48081,2418
Texas,Coleman,-4.555101379078707,Percentage points,48083,2423
Texas,Collin,-4.555101379078707,Percentage points,48085,2429
Texas,Collingsworth,-4.555101379078707,Percentage points,48087,2434
Texas,Colorado,-4.555101379078707,Percentage points,48089,2441
Texas,Comal,-4.555101379078707,Percentage points,48091,2449
Texas,Comanche,-4.555101379078707,Percentage points,48093,2455
Texas,Concho,-4.555101379078707,Percentage points,48095,2458
Texas,Cooke,-4.555101379078707,Percentage points,48097,2463
Texas,Coryell,-4.555101379078707,Percentage points,48099,2469
Texas,Cottle,-4.555101379078707,Percentage points,48101,2473
Texas,Crane,-4.555101379078707,Percentage points,48103,2478
Texas,Crockett,-4.555101379078707,Percentage points,48105,2483
Texas,Crosby,-4.555101379078707,Percentage points,48107,2487
Texas,Culberson,-4.555101379078707,Percentage points,48109,2491
Texas,Dallam,-4.555101379078707,Percentage points,48111,2498
Texas,Dallas,-4.555101379078707,Percentage points,48113,2507
Texas,Dawson,-4.555101379078707,Percentage points,48115,2512
Texas,Deaf Smith,-4.555101379078707,Percentage points,48117,2515
Texas,Delta,-4.555101379078707,Percentage points,48119,2524
Texas,Denton,-4.555101379078707,Percentage points,48121,2532
Texas,DeWitt,-4.555101379078707,Percentage points,48123,2538
Texas,Dickens,-4.555101379078707,Percentage points,48125,2542
Texas,Dimmit,-4.555101379078707,Percentage points,48127,2548
Texas,Donley,-4.555101379078707,Percentage points,48129,2551
Texas,Duval,-4.555101379078707,Percentage points,48131,2556
Texas,Eastland,-4.555101379078707,Percentage points,48133,2562
Texas,Ector,-4.555101379078707,Percentage points,48135,2568
Texas,Edwards,-4.555101379078707,Percentage points,48137,2574
Texas,Ellis,-4.555101379078707,Percentage points,48139,2579
Texas,El Paso,-4.555101379078707,Percentage points,48141,2588
Texas,Erath,-4.555101379078707,Percentage points,48143,2597
Texas,Falls,-4.555101379078707,Percentage points,48145,2601
Texas,Fannin,-4.555101379078707,Percentage points,48147,2621
Texas,Fayette,-4.555101379078707,Percentage points,48149,2624
Texas,Fisher,-4.555101379078707,Percentage points,48151,2628
Texas,Floyd,-4.555101379078707,Percentage points,48153,2630
Texas,Foard,-4.555101379078707,Percentage points,48155,2002
Texas,Fort Bend,-4.555101379078707,Percentage points,48157,2009
Texas,Franklin,-4.555101379078707,Percentage points,48159,2016
Texas,Freestone,-4.555101379078707,Percentage points,48161,2022
Texas,Frio,-4.555101379078707,Percentage points,48163,2028
Texas,Gaines,-4.555101379078707,Percentage points,48165,2032
Texas,Galveston,-4.555101379078707,Percentage points,48167,2059
Texas,Garza,-4.555101379078707,Percentage points,48169,2060
Texas,Gillespie,-4.555101379078707,Percentage points,48171,2066
Texas,Glasscock,-4.555101379078707,Percentage points,48173,2072
Texas,Goliad,-4.555101379078707,Percentage points,48175,2079
Texas,Gonzales,-4.555101379078707,Percentage points,48177,2086
Texas,Gray,-4.555101379078707,Percentage points,48179,2088
Texas,Grayson,-4.555101379078707,Percentage points,48181,2094
Texas,Gregg,-4.555101379078707,Percentage points,48183,2101
Texas,Grimes,-4.555101379078707,Percentage points,48185,2108
Texas,Guadalupe,-4.555101379078707,Percentage points,48187,2116
Texas,Hale,-4.555101379078707,Percentage points,48189,2120
Texas,Hall,-4.555101379078707,Percentage points,48191,2125
Texas,Hamilton,-4.555101379078707,Percentage points,48193,2128
Texas,Hansford,-4.555101379078707,Percentage points,48195,2132
Texas,Hardeman,-4.555101379078707,Percentage points,48197,2137
Texas,Hardin,-4.555101379078707,Percentage points,48199,2142
Texas,Harris,-4.555101379078707,Percentage points,48201,2149
Texas,Harrison,-4.555101379078707,Percentage points,48203,2157
Texas,Hartley,-4.555101379078707,Percentage points,48205,2160
Texas,Haskell,-4.555101379078707,Percentage points,48207,2163
Texas,Hays,-4.555101379078707,Percentage points,48209,2166
Texas,Hemphill,-4.555101379078707,Percentage points,48211,2171
Texas,Henderson,-4.555101379078707,Percentage points,48213,2178
Texas,Hidalgo,-4.555101379078707,Percentage points,48215,2188
Texas,Hill,-4.555101379078707,Percentage points,48217,2201
Texas,Hockley,-4.555101379078707,Percentage points,48219,2208
Texas,Hood,-4.555101379078707,Percentage points,48221,2213
Texas,Hopkins,-4.555101379078707,Percentage points,48223,2221
Texas,Houston,-4.555101379078707,Percentage points,48225,2228
Texas,Howard,-4.555101379078707,Percentage points,48227,2231
Texas,Hudspeth,-4.555101379078707,Percentage points,48229,2241
Texas,Hunt,-4.555101379078707,Percentage points,48231,2246
Texas,Hutchinson,-4.555101379078707,Percentage points,48233,2249
Texas,Irion,-4.555101379078707,Percentage points,48235,2255
Texas,Jack,-4.555101379078707,Percentage points,48237,2256
Texas,Jackson,-4.555101379078707,Percentage points,48239,2264
Texas,Jasper,-4.555101379078707,Percentage points,48241,2271
Texas,Jeff Davis,-4.555101379078707,Percentage points,48243,2275
Texas,Jefferson,-4.555101379078707,Percentage points,48245,2285
Texas,Jim Hogg,-4.555101379078707,Percentage points,48247,2288
Texas,Jim Wells,-4.555101379078707,Percentage points,48249,2294
Texas,Johnson,-4.555101379078707,Percentage points,48251,2299
Texas,Jones,-4.555101379078707,Percentage points,48253,2301
Texas,Karnes,-4.555101379078707,Percentage points,48255,2307
Texas,Kaufman,-4.555101379078707,Percentage points,48257,2314
Texas,Kendall,-4.555101379078707,Percentage points,48259,2319
Texas,Kenedy,-4.555101379078707,Percentage points,48261,2330
Texas,Kent,-4.555101379078707,Percentage points,48263,2335
Texas,Kerr,-4.555101379078707,Percentage points,48265,2337
Texas,Kimble,-4.555101379078707,Percentage points,48267,2339
Texas,King,-4.555101379078707,Percentage points,48269,2342
Texas,Kinney,-4.555101379078707,Percentage points,48271,2347
Texas,Kleberg,-4.555101379078707,Percentage points,48273,2358
Texas,Knox,-4.555101379078707,Percentage points,48275,2364
Texas,Lamar,-4.555101379078707,Percentage points,48277,2371
Texas,Lamb,-4.555101379078707,Percentage points,48279,2376
Texas,Lampasas,-4.555101379078707,Percentage points,48281,2381
Texas,La Salle,-4.555101379078707,Percentage points,48283,2388
Texas,Lavaca,-4.555101379078707,Percentage points,48285,2392
Texas,Lee,-4.555101379078707,Percentage points,48287,2398
Texas,Leon,-4.555101379078707,Percentage points,48289,2402
Texas,Liberty,-4.555101379078707,Percentage points,48291,2404
Texas,Limestone,-4.555101379078707,Percentage points,48293,2408
Texas,Lipscomb,-4.555101379078707,Percentage points,48295,2412
Texas,Live Oak,-4.555101379078707,Percentage points,48297,2416
Texas,Llano,-4.555101379078707,Percentage points,48299,2421
Texas,Loving,-4.555101379078707,Percentage points,48301,2424
Texas,Lubbock,-4.555101379078707,Percentage points,48303,2428
Texas,Lynn,-4.555101379078707,Percentage points,48305,2438
Texas,McCulloch,-4.555101379078707,Percentage points,48307,2452
Texas,McLennan,-4.555101379078707,Percentage points,48309,2477
Texas,McMullen,-4.555101379078707,Percentage points,48311,2494
Texas,Madison,-4.555101379078707,Percentage points,48313,2526
Texas,Marion,-4.555101379078707,Percentage points,48315,2547
Texas,Martin,-4.555101379078707,Percentage points,48317,2564
Texas,Mason,-4.555101379078707,Percentage points,48319,2570
Texas,Matagorda,-4.555101379078707,Percentage points,48321,2637
Texas,Maverick,-4.555101379078707,Percentage points,48323,2649
Texas,Medina,-4.555101379078707,Percentage points,48325,2652
Texas,Menard,-4.555101379078707,Percentage points,48327,2655
Texas,Midland,-4.555101379078707,Percentage points,48329,2657
Texas,Milam,-4.555101379078707,Percentage points,48331,2659
Texas,Mills,-4.555101379078707,Percentage points,48333,2663
Texas,Mitchell,-4.555101379078707,Percentage points,48335,2666
Texas,Montague,-4.555101379078707,Percentage points,48337,2669
Texas,Montgomery,-4.555101379078707,Percentage points,48339,2682
Texas,Moore,-4.555101379078707,Percentage points,48341,2683
Texas,Morris,-4.555101379078707,Percentage points,48343,2688
Texas,Motley,-4.555101379078707,Percentage points,48345,2692
Texas,Nacogdoches,-4.555101379078707,Percentage points,48347,2701
Texas,Navarro,-4.555101379078707,Percentage points,48349,2706
Texas,Newton,-4.555101379078707,Percentage points,48351,2711
Texas,Nolan,-4.555101379078707,Percentage points,48353,2714
Texas,Nueces,-4.555101379078707,Percentage points,48355,2194
Texas,Ochiltree,-4.555101379078707,Percentage points,48357,2204
Texas,Oldham,-4.555101379078707,Percentage points,48359,2210
Texas,Orange,-4.555101379078707,Percentage points,48361,2214
Texas,Palo Pinto,-4.555101379078707,Percentage points,48363,2220
Texas,Panola,-4.555101379078707,Percentage points,48365,2227
Texas,Parker,-4.555101379078707,Percentage points,48367,2229
Texas,Parmer,-4.555101379078707,Percentage points,48369,2235
Texas,Pecos,-4.555101379078707,Percentage points,48371,2239
Texas,Polk,-4.555101379078707,Percentage points,48373,2243
Texas,Potter,-4.555101379078707,Percentage points,48375,2247
Texas,Presidio,-4.555101379078707,Percentage points,48377,2261
Texas,Rains,-4.555101379078707,Percentage points,48379,2268
Texas,Randall,-4.555101379078707,Percentage points,48381,2274
Texas,Reagan,-4.555101379078707,Percentage points,48383,2280
Texas,Real,-4.555101379078707,Percentage points,48385,2283
Texas,Red River,-4.555101379078707,Percentage points,48387,2295
Texas,Reeves,-4.555101379078707,Percentage points,48389,2308
Texas,Refugio,-4.555101379078707,Percentage points,48391,2334
Texas,Roberts,-4.555101379078707,Percentage points,48393,2348
Texas,Robertson,-4.555101379078707,Percentage points,48395,2353
Texas,Rockwall,-4.555101379078707,Percentage points,48397,2355
Texas,Runnels,-4.555101379078707,Percentage points,48399,2361
Texas,Rusk,-4.555101379078707,Percentage points,48401,2367
Texas,Sabine,-4.555101379078707,Percentage points,48403,2370
Texas,San Augustine,-4.555101379078707,Percentage points,48405,2380
Texas,San Jacinto,-4.555101379078707,Percentage points,48407,2387
Texas,San Patricio,-4.555101379078707,Percentage points,48409,2415
Texas,San Saba,-4.555101379078707,Percentage points,48411,2435
Texas,Schleicher,-4.555101379078707,Percentage points,48413,2437
Texas,Scurry,-4.555101379078707,Percentage points,48415,2443
Texas,Shackelford,-4.555101379078707,Percentage points,48417,2445
Texas,Shelby,-4.555101379078707,Percentage points,48419,2448
Texas,Sherman,-4.555101379078707,Percentage points,48421,2453
Texas,Smith,-4.555101379078707,Percentage points,48423,2465
Texas,Somervell,-4.555101379078707,Percentage points,48425,2470
Texas,Starr,-4.555101379078707,Percentage points,48427,2474
Texas,Stephens,-4.555101379078707,Percentage points,48429,2480
Texas,Sterling,-4.555101379078707,Percentage points,48431,2481
Texas,Stonewall,-4.555101379078707,Percentage points,48433,2486
Texas,Sutton,-4.555101379078707,Percentage points,48435,2490
Texas,Swisher,-4.555101379078707,Percentage points,48437,2495
Texas,Tarrant,-4.555101379078707,Percentage points,48439,2500
Texas,Taylor,-4.555101379078707,Percentage points,48441,2508
Texas,Terrell,-4.555101379078707,Percentage points,48443,2518
Texas,Terry,-4.555101379078707,Percentage points,48445,2522
Texas,Throckmorton,-4.555101379078707,Percentage points,48447,2525
Texas,Titus,-4.555101379078707,Percentage points,48449,2531
Texas,Tom Green,-4.555101379078707,Percentage points,48451,2536
Texas,Travis,-4.555101379078707,Percentage points,48453,2543
Texas,Trinity,-4.555101379078707,Percentage points,48455,2553
Texas,Tyler,-4.555101379078707,Percentage points,48457,2560
Texas,Upshur,-4.555101379078707,Percentage points,48459,2566
Texas,Upton,-4.555101379078707,Percentage points,48461,2572
Texas,Uvalde,-4.555101379078707,Percentage points,48463,2576
Texas,Val Verde,-4.555101379078707,Percentage points,48465,2582
Texas,Van Zandt,-4.555101379078707,Percentage points,48467,2586
Texas,Victoria,-4.555101379078707,Percentage points,48469,2595
Texas,Walker,-4.555101379078707,Percentage points,48471,2603
Texas,Waller,-4.555101379078707,Percentage points,48473,2606
Texas,Ward,-4.555101379078707,Percentage points,48475,2610
Texas,Washington,-4.555101379078707,Percentage points,48477,2613
Texas,Webb,-4.555101379078707,Percentage points,48479,2616
Texas,Wharton,-4.555101379078707,Percentage points,48481,2618
Texas,Wheeler,-4.555101379078707,Percentage points,48483,2623
Texas,Wichita,-4.555101379078707,Percentage points,48485,2632
Texas,Wilbarger,-4.555101379078707,Percentage points,48487,2634
Texas,Willacy,-4.555101379078707,Percentage points,48489,2639
Texas,Williamson,-4.555101379078707,Percentage points,48491,2640
Texas,Wilson,-4.555101379078707,Percentage points,48493,2641
Texas,Winkler,-4.555101379078707,Percentage points,48495,2642
Texas,Wise,-4.555101379078707,Percentage points,48497,2643
Texas,Wood,-4.555101379078707,Percentage points,48499,2644
Texas,Yoakum,-4.555101379078707,Percentage points,48501,2645
Texas,Young,-4.555101379078707,Percentage points,48503,2646
Texas,Zapata,-4.555101379078707,Percentage points,48505,2650
Texas,Zavala,-4.555101379078707,Percentage points,48507,2651
Utah,Beaver,-6.455754232608491,Percentage points,49001,2653
Utah,Box Elder,-6.455754232608491,Percentage points,49003,2658
Utah,Cache,-6.455754232608491,Percentage points,49005,2661
Utah,Carbon,-6.455754232608491,Percentage points,49007,2665
Utah,Daggett,-6.455754232608491,Percentage points,49009,2668
Utah,Davis,-6.455754232608491,Percentage points,49011,2671
Utah,Duchesne,-6.455754232608491,Percentage points,49013,2672
Utah,Emery,-6.455754232608491,Percentage points,49015,2673
Utah,Garfield,-6.455754232608491,Percentage points,49017,2674
Utah,Grand,-6.455754232608491,Percentage points,49019,2675
Utah,Iron,-6.455754232608491,Percentage points,49021,2676
Utah,Juab,-6.455754232608491,Percentage points,49023,2677
Utah,Kane,-6.455754232608491,Percentage points,49025,2678
Utah,Millard,-6.455754232608491,Percentage points,49027,2680
Utah,Morgan,-6.455754232608491,Percentage points,49029,2681
Utah,Piute,-6.455754232608491,Percentage points,49031,2685
Utah,Rich,-6.455754232608491,Percentage points,49033,2687
Utah,Salt Lake,-6.455754232608491,Percentage points,49035,2690
Utah,San Juan,-6.455754232608491,Percentage points,49037,2694
Utah,Sanpete,-6.455754232608491,Percentage points,49039,2697
Utah,Sevier,-6.455754232608491,Percentage points,49041,2702
Utah,Summit,-6.455754232608491,Percentage points,49043,2703
Utah,Tooele,-6.455754232608491,Percentage points,49045,2707
Utah,Uintah,-6.455754232608491,Percentage points,49047,2539
Utah,Utah,-6.455754232608491,Percentage points,49049,2555
Utah,Wasatch,-6.455754232608491,Percentage points,49051,2567
Utah,Washington,-6.455754232608491,Percentage points,49053,2577
Utah,Wayne,-6.455754232608491,Percentage points,49055,2580
Utah,Weber,-6.455754232608491,Percentage points,49057,2587
Vermont,Addison,-3.7379547559388655,Percentage points,50001,2590
Vermont,Bennington,-3.7379547559388655,Percentage points,50003,2591
Vermont,Caledonia,-3.7379547559388655,Percentage points,50005,2596
Vermont,Chittenden,-3.7379547559388655,Percentage points,50007,2599
Vermont,Essex,-3.7379547559388655,Percentage points,50009,2604
Vermont,Franklin,-3.7379547559388655,Percentage points,50011,2607
Vermont,Grand Isle,-3.7379547559388655,Percentage points,50013,2609
Vermont,Lamoille,-3.7379547559388655,Percentage points,50015,2611
Vermont,Orange,-3.7379547559388655,Percentage points,50017,2612
Vermont,Orleans,-3.7379547559388655,Percentage points,50019,2614
Vermont,Rutland,-3.7379547559388655,Percentage points,50021,2615
Vermont,Washington,-3.7379547559388655,Percentage points,50023,2617
Vermont,Windham,-3.7379547559388655,Percentage points,50025,2620
Vermont,Windsor,-3.7379547559388655,Percentage points,50027,2625
Virginia,Accomack,-4.624132982885413,Percentage points,51001,2719
Virginia,Albemarle,-4.624132982885413,Percentage points,51003,2728
Virginia,Alleghany,-4.624132982885413,Percentage points,51005,2733
Virginia,Amelia,-4.624132982885413,Percentage points,51007,2741
Virginia,Amherst,-4.624132982885413,Percentage points,51009,2746
Virginia,Appomattox,-4.624132982885413,Percentage points,51011,2749
Virginia,Arlington,-4.624132982885413,Percentage points,51013,2753
Virginia,Augusta,-4.624132982885413,Percentage points,51015,2758
Virginia,Bath,-4.624132982885413,Percentage points,51017,2763
Virginia,Bedford County,-4.624132982885413,Percentage points,51019,2769
Virginia,Bland,-4.624132982885413,Percentage points,51021,2772
Virginia,Botetourt,-4.624132982885413,Percentage points,51023,2776
Virginia,Brunswick,-4.624132982885413,Percentage points,51025,2777
Virginia,Buchanan,-4.624132982885413,Percentage points,51027,2784
Virginia,Buckingham,-4.624132982885413,Percentage points,51029,2785
Virginia,Campbell,-4.624132982885413,Percentage points,51031,2788
Virginia,Caroline,-4.624132982885413,Percentage points,51033,2793
Virginia,Carroll,-4.624132982885413,Percentage points,51035,2797
Virginia,Charles City,-4.624132982885413,Percentage points,51036,2806
Virginia,Charlotte,-4.624132982885413,Percentage points,51037,2810
Virginia,Chesterfield,-4.624132982885413,Percentage points,51041,2816
Virginia,Clarke,-4.624132982885413,Percentage points,51043,2819
Virginia,Craig,-4.624132982885413,Percentage points,51045,2820
Virginia,Culpeper,-4.624132982885413,Percentage points,51047,2824
Virginia,Cumberland,-4.624132982885413,Percentage points,51049,2827
Virginia,Dickenson,-4.624132982885413,Percentage points,51051,2832
Virginia,Dinwiddie,-4.624132982885413,Percentage points,51053,2838
Virginia,Essex,-4.624132982885413,Percentage points,51057,2842
Virginia,Fairfax County,-4.624132982885413,Percentage points,51059,2849
Virginia,Fauquier,-4.624132982885413,Percentage points,51061,2853
Virginia,Floyd,-4.624132982885413,Percentage points,51063,2856
Virginia,Fluvanna,-4.624132982885413,Percentage points,51065,2858
Virginia,Franklin County,-4.624132982885413,Percentage points,51067,2862
Virginia,Frederick,-4.624132982885413,Percentage points,51069,2868
Virginia,Giles,-4.624132982885413,Percentage points,51071,2873
Virginia,Gloucester,-4.624132982885413,Percentage points,51073,2887
Virginia,Goochland,-4.624132982885413,Percentage points,51075,2892
