PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
HI0000319,KAMEHAMEHA SCHOOLS,"1887 Makuakane St, Honolulu, Hawaii, 96817",96817,Hawaii,Region 9,Community water system,4000,KAPALAMA,,9,0,8,-157.865732,21.339358,-157.865441,21.33952,-157.866732,-157.864732,21.338358,21.340358
HI0000348,WAIAWA CORRECTIONAL FACILITY,"96782, Pearl City, Hawaii",96782,Hawaii,Region 9,Community water system,334,WAIPAHU,,3,87,11,-157.971055,21.404248,-157.971055,21.404248,-158.066055,-157.876055,21.309248,21.499248
HI0000425,KOKEE STATE PARK,"96809, Honolulu, Hawaii",96809,Hawaii,Region 9,Non-Transient non-community system,2000,KOKEE STATE PARK,,8,4,16,-157.86072,21.306131,-157.86072,21.306131,-157.86572,-157.85572,21.301131,21.311131
HI0000426,POLIHALE STATE PARK,"96766, Lihue, Hawaii",96766,Hawaii,Region 9,Transient non-community system,300,POLIHALE STATE PARK,,3,0,6,-159.36428,21.979117,-159.36428,21.979117,-178.30628,-140.42228,3.037117,40.921117
HI0000167,PEPEEKEO WATER ASSOCIATION,"96720, Hilo, Hawaii",96720,Hawaii,Region 9,Community water system,10,PEPEEKEO,,3,1,2,-155.088864,19.725163,-155.088864,19.725163,-155.481864,-154.695864,19.332163,20.118163
HI0000315,KAHUKU AIR BASE,"96731, Kahuku, Hawaii",96731,Hawaii,Region 9,Community water system,75,KAHUKU AIR BASE,,3,3,6,-157.95209,21.677166,-157.95209,21.677166,-158.02609,-157.87809,21.603166,21.751166
HI0000371,POAMOHO,"96826, Honolulu, Hawaii",96826,Hawaii,Region 9,Community water system,319,WAHIAWA,,3,2,1,-157.82464,21.291411,-157.82464,21.291411,-157.83764,-157.81164,21.278411,21.304411
HI0000233,UALAPUE,"96793, Wailuku, Hawaii",96793,Hawaii,Region 9,Community water system,1031,UALAPUE,,4,8,11,-156.488643,20.903069,-156.488643,20.903069,-156.617643,-156.359643,20.774069,21.032069
HI0000212,WAILUKU,"96793, Wailuku, Hawaii",96793,Hawaii,Region 9,Community water system,68054,WAILUKU,,41,18,12,-156.488643,20.903069,-156.488643,20.903069,-156.617643,-156.359643,20.774069,21.032069
HI0000218,HONOKOHAU,"96793, Wailuku, Hawaii",96793,Hawaii,Region 9,Community water system,42,LAHAINA,,5,80,14,-156.488643,20.903069,-156.488643,20.903069,-156.617643,-156.359643,20.774069,21.032069
