PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
NH1847020,BEAVER HOLLOW CAMPGROUND,"03864, Ossipee, New Hampshire",03864,New Hampshire,Region 1,Transient non-community system,300,OSSIPEE,Carroll,1,14,3,-71.115222,43.689827,-71.115222,43.689827,-71.217222,-71.013222,43.587827,43.791827
NH0512130,WOODLAND GROVE,"03254, Moultonborough, New Hampshire",03254,New Hampshire,Region 1,Community water system,155,CONWAY,Carroll,3,27,6,-71.362663,43.725563,-71.362663,43.725563,-71.532663,-71.192663,43.555563,43.895563
NH0202040,WESTVIEW MEADOWS,"168 Union Rd, Belmont, Town of, New Hampshire, 03220",03220,New Hampshire,Region 1,Community water system,58,BELMONT,Belknap,3,179,5,-71.503447,43.494488,-71.503811,43.49453,-71.504447,-71.502447,43.493488,43.495488
NH0088020,FOODSTOP,"89 Main St, Lebanon, New Hampshire, 03784",03784,New Hampshire,Region 1,Transient non-community system,150,ANDOVER,Merrimack,2,6,2,-72.310369,43.649071,-72.311171,43.64922,-72.311369,-72.309369,43.648071,43.650071
NH0728030,INN AT CRYSTAL LAKE,"03832, Eaton Center, New Hampshire",03832,New Hampshire,Region 1,Transient non-community system,125,EATON,Carroll,1,19,2,-71.088551,43.915151,-71.088551,43.915151,-71.101551,-71.075551,43.902151,43.928151
NH0262050,PEU/WHITE ROCK SENIOR LIVING,"03054, Merrimack, New Hampshire",03054,New Hampshire,Region 1,Community water system,547,BOW,Merrimack,3,3,3,-71.496412,42.84014,-71.496412,42.84014,-71.580412,-71.412412,42.75614,42.92414
NH0758140,EXIT 16 MOBIL,"786 Methodist Hill Rd, Enfield, Town of, New Hampshire, 03748",03748,New Hampshire,Region 1,Transient non-community system,500,ENFIELD,Grafton,1,3,2,-72.189587,43.610039,-72.188851,43.6087,-72.190587,-72.188587,43.609039,43.611039
NH0112090,DEARBORN RIDGE,"54 Sawyer Ave, Atkinson, Town of, New Hampshire, 03811",03811,New Hampshire,Region 1,Community water system,25,ATKINSON,Rockingham,2,1,6,-71.15376,42.822176,-71.155201,42.82388,-71.15476,-71.15276,42.821176,42.823176
NH0198140,MOBIL 10977,"88 Leroy Rd, Williston, Town of, Vermont, 05495",05495,New Hampshire,Region 1,Transient non-community system,25,BEDFORD,Hillsborough,2,1,1,-73.132424,44.449096,-73.132451,44.44958,-73.133424,-73.131424,44.448096,44.450096
NH2546150,COBBETTS PROFESSIONAL PARK,"31 Lowell Rd, Windham, Town of, New Hampshire, 03087",03087,New Hampshire,Region 1,Non-Transient non-community system,49,WINDHAM,Rockingham,1,1,4,-71.305799,42.793244,-71.305581,42.79302,-71.306799,-71.304799,42.792244,42.794244
NH1255010,KENSINGTON ELEMENTARY SCH,"122 Amesbury Rd, Kensington, Town of, New Hampshire, 03833",03833,New Hampshire,Region 1,Non-Transient non-community system,205,KENSINGTON,Rockingham,2,1,5,-70.944447,42.92964,-70.944251,42.92972,-70.945447,-70.943447,42.92864,42.93064
NH2542140,PEU/CASTLE REACH,"03054, Merrimack, New Hampshire",03054,New Hampshire,Region 1,Community water system,100,WINDHAM,Rockingham,5,3,4,-71.496412,42.84014,-71.496412,42.84014,-71.580412,-71.412412,42.75614,42.92414
