PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
MN5020540,PleasureLand RV Center,"7900 Riverdale Dr NW, Ramsey, Minnesota, 55303",55303,Minnesota,Region 5,Transient non-community system,25,,Anoka,2,1,6,-93.467169,45.23154,-93.467169,45.23154,-93.477169,-93.457169,45.22154,45.24154
MN5020543,Coates RV Center,"14025 W Freeway Dr, Columbus, Minnesota, 55038",55038,Minnesota,Region 5,Transient non-community system,50,,Anoka,3,0,5,-93.032103,45.225286,-93.030631,45.22462,-93.033103,-93.031103,45.224286,45.226286
MN5490051,Charles Weyerhaeuser Memorial Museum,"56345, Sobieski, Minnesota",56345,Minnesota,Region 5,Transient non-community system,80,,Morrison,4,0,8,-94.357957,45.974572,-94.357957,45.974572,-94.597957,-94.117957,45.734572,46.214572
MN5490057,St. Stanislaus Catholic Church,"9406 Church Cir, Sobieski, Minnesota, 56345",56345,Minnesota,Region 5,Transient non-community system,475,,Morrison,4,4,7,-94.465139,45.922204,-94.465141,45.92219,-94.466139,-94.464139,45.921204,45.923204
MN5490069,Lake View Community Church,"25538 370th Ave, Hillman, Minnesota, 56338",56338,Minnesota,Region 5,Transient non-community system,90,,Morrison,5,0,7,-93.893012,46.13135,-93.892941,46.13135,-93.894012,-93.892012,46.13035,46.13235
MN5490071,St. John Nepomuk Parish,"19472 285th Ave, Lastrup, Minnesota, 56364",56364,Minnesota,Region 5,Transient non-community system,500,,Morrison,4,0,7,-94.062162,46.04329,-94.062121,46.04329,-94.063162,-94.061162,46.04229,46.04429
MN5490079,Lincoln Evangelical Free Church,"1354 320th St, Cushing, Minnesota, 56443",56443,Minnesota,Region 5,Transient non-community system,150,,Morrison,4,1,7,-94.639142,46.224047,-94.639171,46.22439,-94.640142,-94.638142,46.223047,46.225047
MN5490080,Camp Shamineau,"2345 Ridge Rd, Motley, Minnesota, 56466",56466,Minnesota,Region 5,Transient non-community system,400,,Morrison,29,15,5,-94.603512,46.264852,-94.605311,46.26258,-94.604512,-94.602512,46.263852,46.265852
MN5490233,Elmdale Watering Hole Saloon,"56382, Swanville, Minnesota",56382,Minnesota,Region 5,Transient non-community system,50,,Morrison,5,2,5,-94.679658,45.933245,-94.679658,45.933245,-94.841658,-94.517658,45.771245,46.095245
MN5490234,Tiny's Tavern,"56344, Lastrup, Minnesota",56344,Minnesota,Region 5,Transient non-community system,50,,Morrison,4,4,5,-94.062047,46.038979,-94.062047,46.038979,-94.067047,-94.057047,46.033979,46.043979
